"Id","IdIndividu","IdEluRNEHisto","IdEluSenat","IdEluAssemblee","NomDeNaissance","Prenom","Sexe","DateDeNaissance","TypeMandat","DateDebutMandat","DateFinMandat","MotifFinMandat","TypeFonction","DateDebutFonction","DateFinFonction","MotifFinFonction","NuancePolitique","IdTerritoire","NomTerritoire","TypeTerritoire","Sources"
"ain_027",NA,NA,NA,NA,"COMBIER","PAUL","M",1933-01-01,"CONSEILLER MUNICIPAL",1965-03-14,1971-03-10,"FM","M",1965-03-14,1971-03-10,"FM","SOC",NA,"AMBERIEU EN BUGEY","Commune","WIKIPEDIA"
"ain_054",NA,NA,NA,NA,"MARCELPOIL","ROBERT","M",NA,"CONSEILLER MUNICIPAL",1977-03-13,1983-03-05,"FM","M",1977-03-13,1983-03-05,"FM","DVD",NA,"AMBERIEU EN BUGEY","Commune","WIKIPEDIA"
"ain_054",NA,NA,NA,NA,"MARCELPOIL","ROBERT","M",NA,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM","DVD",NA,"AMBERIEU EN BUGEY","Commune","WIKIPEDIA"
"ain_054",NA,NA,NA,NA,"MARCELPOIL","ROBERT","M",NA,"CONSEILLER MUNICIPAL",1989-03-12,1991-12-22,"DC","M",1989-03-12,1991-12-22,"DC","DVD",NA,"AMBERIEU EN BUGEY","Commune","WIKIPEDIA"
"ain_067",NA,NA,NA,NA,"PIRALLA","GILLES","M",1949-10-05,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-11,2001-03-10,"FM","DROITE",NA,"AMBERIEU EN BUGEY","Commune","WIKIPEDIA"
"ain_067",NA,NA,NA,NA,"PIRALLA","GILLES","M",1949-10-05,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",NA,NA,"AMBERIEU EN BUGEY","Commune","WIKIPEDIA"
"ain_077",NA,NA,NA,NA,"TOURNIER BILLION","LEON","M",1899-04-02,"CONSEILLER MUNICIPAL",1945-04-29,1947-10-10,"FM","M",1945-04-29,1947-10-10,NA,NA,NA,"AMBERIEU EN BUGEY","Commune","ARCHIVES"
"ain_077",NA,NA,NA,NA,"TOURNIER BILLION","LEON","M",1899-04-02,"CONSEILLER MUNICIPAL",1947-10-19,1953-04-20,"FM","M",1947-10-19,1953-04-20,NA,NA,NA,"AMBERIEU EN BUGEY","Commune","ARCHIVES"
"ain_077",NA,NA,NA,NA,"TOURNIER BILLION","LEON","M",1899-04-02,"CONSEILLER MUNICIPAL",1953-04-26,1959-03-05,"FM","M",1953-04-26,1959-03-05,NA,NA,NA,"AMBERIEU EN BUGEY","Commune","ARCHIVES"
"ain_077",NA,NA,NA,NA,"TOURNIER BILLION","LEON","M",1899-04-02,"CONSEILLER MUNICIPAL",1959-03-08,1965-03-10,"FM","M",1959-03-08,1965-03-10,NA,NA,NA,"AMBERIEU EN BUGEY","Commune","ARCHIVES"
"ain_039",NA,NA,NA,NA,"EXPOSITO","JOSIANE","F",1943-03-03,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM",NA,NA,NA,NA,"SOC",NA,"AMBERIEU EN BUGEY","Commune","PRESSE"
"ain_039",NA,NA,NA,NA,"EXPOSITO","JOSIANE","F",1943-03-03,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM",NA,NA,NA,NA,"SOC",NA,"AMBERIEU EN BUGEY","Commune","PRESSE"
"ain_039",NA,NA,NA,NA,"EXPOSITO","JOSIANE","F",1943-03-03,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM",NA,NA,NA,NA,"SOC",NA,"AMBERIEU EN BUGEY","Commune","PRESSE"
"ain_039",NA,NA,NA,NA,"EXPOSITO","JOSIANE","F",1943-03-03,"CONSEILLER MUNICIPAL",2008-03-17,2014-03-20,"FM","M",2008-03-17,2014-03-20,"FM","SOC",NA,"AMBERIEU EN BUGEY","Commune","WIKIPEDIA"
"ain_039",NA,NA,NA,NA,"EXPOSITO","JOSIANE","F",1943-03-03,"CONSEILLER REGIONAL",2004-03-29,2010-03-21,"FM",NA,NA,NA,NA,"SOC",NA,"AIN","Departement","WIKIPEDIA"
"ain_040",NA,NA,NA,NA,"FABRE","DANIEL","M",1961-09-07,"CONSEILLER MUNICIPAL",2014-03-22,2020-03-10,"FM","M",2014-03-22,2020-03-10,"FM","CENTRE",NA,"AMBERIEU EN BUGEY","Commune","WIKIPEDIA"
"ain_040",NA,NA,NA,NA,"FABRE","DANIEL","M",1961-09-07,"CONSEILLER MUNICIPAL",2020-03-20,NA,NA,"M",2020-03-20,NA,NA,"CENTRE",NA,"AMBERIEU EN BUGEY","Commune","WIKIPEDIA"
"ain_082",NA,NA,NA,NA,"VOISIN","MICHEL","M",1944-10-06,"CONSEILLER DEPARTEMENTAL",1992-03-22,1998-03-10,"FM","VP",1994-04-01,1998-03-10,"FM",NA,NA,"BAGE LE CHATEL","Canton","WIKIPEDIA"
"ain_082",NA,NA,NA,NA,"VOISIN","MICHEL","M",1944-10-06,"CONSEILLER DEPARTEMENTAL",1998-03-15,2004-03-20,"FM","VP",2004-03-20,NA,"AU",NA,NA,"BAGE LE CHATEL","Canton","WIKIPEDIA"
"ain_082",NA,NA,NA,NA,"VOISIN","MICHEL","M",1944-10-06,"CONSEILLER DEPARTEMENTAL",1992-03-13,1998-03-10,"FM",NA,NA,NA,NA,NA,NA,"BAGE LE CHATEL","Canton","WIKIPEDIA"
"ain_004",NA,NA,NA,NA,"ARMAND","GERARD","M",1941-07-09,"CONSEILLER DEPARTEMENTAL",1979-03-18,1985-03-01,"FM",NA,NA,NA,NA,"DROITE",NA,"BELLEGARDE SUR VALSERINE","Canton","ARCHIVES"
"ain_004",NA,NA,NA,NA,"ARMAND","GERARD","M",1941-07-09,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-11,2001-03-10,"FM","DROITE",NA,"BELLEGARDE SUR VALSERINE","Commune","WIKIPEDIA"
"ain_004",NA,NA,NA,NA,"ARMAND","GERARD","M",1941-07-09,"CONSEILLER MUNICIPAL",2001-03-13,2002-03-21,"DC","M",2001-03-13,2002-03-21,"DC","DROITE",NA,"BELLEGARDE SUR VALSERINE","Commune","WIKIPEDIA"
"ain_004",NA,NA,NA,NA,"ARMAND","GERARD","M",1941-07-09,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM",NA,NA,NA,NA,"DROITE",NA,"BELLEGARDE SUR VALSERINE","Commune","ARCHIVES"
"ain_004",NA,NA,NA,NA,"ARMAND","GERARD","M",1941-07-09,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM",NA,NA,NA,NA,"DROITE",NA,"BELLEGARDE SUR VALSERINE","Commune","ARCHIVES"
"ain_012",NA,NA,NA,NA,"BILLIEMAZ","AUGUSTE","M",1903-08-29,"CONSEILLER DEPARTEMENTAL",1949-03-20,1955-04-10,"FM",NA,NA,NA,NA,NA,NA,"BELLEY","Canton","WIKIPEDIA"
"ain_012",NA,NA,NA,NA,"BILLIEMAZ","AUGUSTE","M",1903-08-29,"CONSEILLER DEPARTEMENTAL",1955-04-17,1961-06-01,"FM",NA,NA,NA,NA,NA,NA,"BELLEY","Canton","WIKIPEDIA"
"ain_012",NA,NA,NA,NA,"BILLIEMAZ","AUGUSTE","M",1903-08-29,"CONSEILLER DEPARTEMENTAL",1961-06-04,1967-09-20,"FM",NA,NA,NA,NA,NA,NA,"BELLEY","Canton","WIKIPEDIA"
"ain_012",NA,NA,NA,NA,"BILLIEMAZ","AUGUSTE","M",1903-08-29,"CONSEILLER DEPARTEMENTAL",1967-09-24,1973-09-20,"FM",NA,NA,NA,NA,NA,NA,"BELLEY","Canton","WIKIPEDIA"
"ain_060",NA,NA,NA,NA,"MILLON","CHARLES","M",1945-11-12,"CONSEILLER DEPARTEMENTAL",1985-03-10,1988-09-20,NA,NA,NA,NA,NA,NA,NA,"BELLEY","Canton","WIKIPEDIA"
"ain_078",NA,NA,NA,NA,"TRAVERS","JEAN CLAUDE","M",1947-10-05,"CONSEILLER DEPARTEMENTAL",1992-03-22,1998-03-10,"FM",NA,NA,NA,NA,NA,NA,"BELLEY","Canton","WIKIPEDIA"
"ain_078",NA,NA,NA,NA,"TRAVERS","JEAN CLAUDE","M",1947-10-05,"CONSEILLER DEPARTEMENTAL",2004-03-28,2011-03-20,"FM",NA,NA,NA,NA,NA,NA,"BELLEY","Canton","PRESSE"
"ain_025",NA,NA,NA,NA,"CHASTEL","PAUL","M",1905-01-28,"CONSEILLER MUNICIPAL",1945-04-29,1947-10-10,"FM","M",1945-04-29,1947-10-10,"FM",NA,NA,"BELLEY","Commune","ARCHIVES"
"ain_025",NA,NA,NA,NA,"CHASTEL","PAUL","M",1905-01-28,"CONSEILLER MUNICIPAL",1947-10-19,1953-04-20,"FM","M",1947-10-19,1953-04-20,"FM",NA,NA,"BELLEY","Commune","ARCHIVES"
"ain_025",NA,NA,NA,NA,"CHASTEL","PAUL","M",1905-01-28,"CONSEILLER MUNICIPAL",1953-04-26,1959-03-05,"FM","M",1953-04-26,1959-03-05,"FM",NA,NA,"BELLEY","Commune","ARCHIVES"
"ain_025",NA,NA,NA,NA,"CHASTEL","PAUL","M",1905-01-28,"CONSEILLER MUNICIPAL",1959-03-08,1965-03-10,"FM","M",1959-03-08,1965-03-10,"FM",NA,NA,"BELLEY","Commune","ARCHIVES"
"ain_025",NA,NA,NA,NA,"CHASTEL","PAUL","M",1905-01-28,"CONSEILLER MUNICIPAL",1965-03-14,1971-03-10,"FM","M",1965-03-14,1971-03-10,"FM",NA,NA,"BELLEY","Commune","WIKIPEDIA"
"ain_060",NA,NA,NA,NA,"MILLON","CHARLES","M",1945-11-12,"CONSEILLER MUNICIPAL",1977-03-13,1983-03-05,"FM","M",1977-03-13,1983-03-05,"FM",NA,NA,"BELLEY","Commune","WIKIPEDIA"
"ain_060",NA,NA,NA,NA,"MILLON","CHARLES","M",1945-11-12,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","M",1983-03-06,1989-03-10,"FM",NA,NA,"BELLEY","Commune","WIKIPEDIA"
"ain_060",NA,NA,NA,NA,"MILLON","CHARLES","M",1945-11-12,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-12,1995-06-10,"FM",NA,NA,"BELLEY","Commune","WIKIPEDIA"
"ain_060",NA,NA,NA,NA,"MILLON","CHARLES","M",1945-11-12,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-11,2001-03-10,"FM",NA,NA,"BELLEY","Commune","WIKIPEDIA"
"ain_078",NA,NA,NA,NA,"TRAVERS","JEAN CLAUDE","M",1947-10-05,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",NA,NA,"BELLEY","Commune","WIKIPEDIA"
"ain_083",NA,NA,NA,NA,"VULLIOD","CHARLES","M",1909-01-09,"CONSEILLER MUNICIPAL",1971-03-14,1977-03-10,"FM","M",1971-03-14,1977-03-10,"FM",NA,NA,"BELLEY","Commune","ARCHIVES"
"ain_041",NA,NA,NA,NA,"FOGNINI","JEAN MARC","M",1958-03-29,"CONSEILLER MUNICIPAL",2008-03-17,2014-03-20,"FM","M",2008-03-17,2014-03-20,"FM","DVG",NA,"BELLEY","Commune","WIKIPEDIA"
"ain_041",NA,NA,NA,NA,"FOGNINI","JEAN MARC","M",1958-03-29,"CONSEILLER DEPARTEMENTAL",2011-03-28,2015-03-22,"FM",NA,NA,NA,NA,"DVG",NA,"BELLEY","Canton","PRESSE"
"ain_052",NA,NA,NA,NA,"JIMENEZ","CHRISTIAN","M",1950-02-28,"CONSEILLER MUNICIPAL",2008-03-17,2014-03-20,"FM",NA,NA,NA,NA,"DVD",NA,"BELLEY","Commune","PRESSE"
"ain_052",NA,NA,NA,NA,"JIMENEZ","CHRISTIAN","M",1950-02-28,"CONSEILLER MUNICIPAL",2014-03-22,2015-01-19,"DC","M",2014-03-22,2015-01-19,"DC","DVD",NA,"BELLEY","Commune","WIKIPEDIA"
"ain_007",NA,NA,NA,NA,"BERTHET","PIERRE","M",1949-01-01,"CONSEILLER MUNICIPAL",2014-03-22,2020-03-10,"FM","M",2015-01-30,2020-03-10,"FM","DVD",NA,"BELLEY","Commune","WIKIPEDIA"
"ain_007",NA,NA,NA,NA,"BERTHET","PIERRE","M",1949-01-01,"CONSEILLER MUNICIPAL",1977-03-13,1983-03-01,"FM",NA,NA,NA,NA,"DVD",NA,"BELLEY","Commune","PRESSE"
"ain_007",NA,NA,NA,NA,"BERTHET","PIERRE","M",1949-01-01,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM",NA,NA,NA,NA,"DVD",NA,"BELLEY","Commune","PRESSE"
"ain_007",NA,NA,NA,NA,"BERTHET","PIERRE","M",1949-01-01,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM",NA,NA,NA,NA,"DVD",NA,"BELLEY","Commune","PRESSE"
"ain_007",NA,NA,NA,NA,"BERTHET","PIERRE","M",1949-01-01,"CONSEILLER MUNICIPAL",2001-03-25,2008-02-05,"FM",NA,NA,NA,NA,"DVD",NA,"BELLEY","Commune","PRESSE"
"ain_007",NA,NA,NA,NA,"BERTHET","PIERRE","M",1949-01-01,"CONSEILLER MUNICIPAL",2008-03-17,2014-03-20,"FM",NA,NA,NA,NA,"DVD",NA,"BELLEY","Commune","PRESSE"
"ain_053",NA,NA,NA,NA,"LAHUERTA","DIMITRI","M",1980-10-20,"CONSEILLER MUNICIPAL",2020-03-20,NA,"FM","M",2020-03-20,NA,"FM","DVD",NA,"BELLEY","Commune","WIKIPEDIA"
"ain_053",NA,NA,NA,NA,"LAHUERTA","DIMITRI","M",1980-10-20,"CONSEILLER MUNICIPAL",2014-03-22,2020-03-10,"FM",NA,NA,NA,NA,"DVD",NA,"BELLEY","Commune","PRESSE"
"ain_005",NA,NA,NA,NA,"BARBEROT","PAUL","M",1915-10-26,"CONSEILLER MUNICIPAL",1959-03-08,1965-03-10,"FM","1er ADJOINT",1959-03-08,1965-03-10,"FM",NA,NA,"BOURG EN BRESSE","Commune","ARCHIVES"
"ain_005",NA,NA,NA,NA,"BARBEROT","PAUL","M",1915-10-26,"CONSEILLER MUNICIPAL",1965-03-14,1971-03-10,"FM","M",1965-03-14,1971-03-10,"FM",NA,NA,"BOURG EN BRESSE","Commune","ARCHIVES"
"ain_005",NA,NA,NA,NA,"BARBEROT","PAUL","M",1915-10-26,"CONSEILLER MUNICIPAL",1971-03-14,1977-03-10,"FM","M",1971-03-14,1977-03-10,"FM","CNI",NA,"BOURG EN BRESSE","Commune","ARCHIVES"
"ain_005",NA,NA,NA,NA,"BARBEROT","PAUL","M",1915-10-26,"CONSEILLER MUNICIPAL",1945-04-29,1947-10-10,"FM",NA,NA,NA,NA,NA,NA,"BOURG EN BRESSE","Commune","ARCHIVES"
"ain_005",NA,NA,NA,NA,"BARBEROT","PAUL","M",1915-10-26,"CONSEILLER MUNICIPAL",1947-10-19,1953-04-20,"FM",NA,NA,NA,NA,NA,NA,"BOURG EN BRESSE","Commune","ARCHIVES"
"ain_005",NA,NA,NA,NA,"BARBEROT","PAUL","M",1915-10-26,"CONSEILLER MUNICIPAL",1953-04-26,1959-03-05,"FM",NA,NA,NA,NA,NA,NA,"BOURG EN BRESSE","Commune","ARCHIVES"
"ain_010",NA,NA,NA,NA,"BERTRAND","JEAN MICHEL","M",1943-06-06,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","1er ADJOINT",1989-03-12,1995-06-10,"FM","DROITE",NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_010",NA,NA,NA,NA,"BERTRAND","JEAN MICHEL","M",1943-06-06,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","1er ADJOINT",1995-06-11,2001-03-10,"FM","DROITE",NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_010",NA,NA,NA,NA,"BERTRAND","JEAN MICHEL","M",1943-06-06,"CONSEILLER MUNICIPAL",2001-03-25,2008-02-05,"FM","M",2001-03-25,2008-02-05,"FM",NA,NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_010",NA,NA,NA,NA,"BERTRAND","JEAN MICHEL","M",1943-06-06,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM",NA,NA,NA,NA,"DROITE",NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_014","RNE_0000794","794","NULL","PA267075","BLANC","ETIENNE","M",1954-08-29,"CONSEILLER MUNICIPAL",1983-03-14,1989-03-19,"FM",NA,NA,NA,NA,NA,NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_019",NA,NA,NA,NA,"BRETON ","XAVIER","M",1962-11-25,"CONSEILLER MUNICIPAL",2001-03-25,2008-03-10,"FM","1er ADJOINT",2001-03-25,2008-03-10,"FM","DROITE",NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_019",NA,NA,NA,NA,"BRETON ","XAVIER","M",1962-11-25,"CONSEILLER MUNICIPAL",2008-03-16,2014-03-20,"FM",NA,NA,NA,NA,"DROITE",NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_019",NA,NA,NA,NA,"BRETON ","XAVIER","M",1962-11-25,"CONSEILLER MUNICIPAL",2014-03-23,2015-12-01,"DM",NA,NA,NA,NA,"DROITE",NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_020",NA,NA,NA,NA,"BUISSON","JEROME","M",1973-01-15,"CONSEILLER MUNICIPAL",2014-03-22,2020-03-10,"FM",NA,NA,NA,NA,"EXTD",NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_020",NA,NA,NA,NA,"BUISSON","JEROME","M",1973-01-15,"CONSEILLER MUNICIPAL",2020-03-20,2022-07-25,"DM",NA,NA,NA,NA,"EXTD",NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_045",NA,NA,NA,NA,"GODIN","ANDRE","M",1942-05-18,"CONSEILLER MUNICIPAL",1977-03-13,1983-03-05,"FM","ADJOINT",1977-03-13,1983-03-05,"FM",NA,NA,"BOURG EN BRESSE","Commune","ARCHIVES"
"ain_045",NA,NA,NA,NA,"GODIN","ANDRE","M",1942-05-18,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-11,2001-03-10,"FM",NA,NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_055",NA,NA,NA,NA,"MAZUIR","RACHEL","M",1940-02-12,"CONSEILLER MUNICIPAL",1977-03-13,1983-03-01,"FM",NA,NA,NA,NA,"SOC",NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_055",NA,NA,NA,NA,"MAZUIR","RACHEL","M",1940-02-12,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM",NA,NA,NA,NA,"SOC",NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_055",NA,NA,NA,NA,"MAZUIR","RACHEL","M",1940-02-12,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM",NA,NA,NA,NA,"SOC",NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_057",NA,NA,NA,NA,"MERCIER","AMEDEE","M",1890-12-02,"CONSEILLER MUNICIPAL",1945-04-29,1947-10-10,"FM","M",1945-04-29,1947-10-10,"FM","SOC",NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_057",NA,NA,NA,NA,"MERCIER","AMEDEE","M",1890-12-02,"CONSEILLER MUNICIPAL",1947-10-19,1953-04-10,"FM","M",1947-10-19,1953-04-10,"FM","SOC",NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_057",NA,NA,NA,NA,"MERCIER","AMEDEE","M",1890-12-02,"CONSEILLER MUNICIPAL",1953-04-16,1959-03-01,"FM","M",1953-04-16,1959-03-01,"FM","SOC",NA,"BOURG EN BRESSE","Canton","WIKIPEDIA"
"ain_057",NA,NA,NA,NA,"MERCIER","AMEDEE","M",1890-12-02,"CONSEILLER MUNICIPAL",1959-03-08,1965-03-10,"FM","M",1959-03-08,1965-03-10,"FM","SOC",NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_061",NA,NA,NA,NA,"MORETEAU","JEAN","M",1942-06-23,"CONSEILLER MUNICIPAL",1985-02-01,1989-03-10,"FM","M",1985-02-01,1989-03-10,"FM",NA,NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_061",NA,NA,NA,NA,"MORETEAU","JEAN","M",1942-06-23,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM",NA,NA,NA,NA,NA,NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_061",NA,NA,NA,NA,"MORETEAU","JEAN","M",1942-06-23,"CONSEILLER MUNICIPAL",1977-03-13,1983-03-05,"FM","1er ADJOINT",1977-03-13,1983-03-05,"FM",NA,NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_062",NA,NA,NA,NA,"MORIN","PAUL","M",1924-06-29,"CONSEILLER MUNICIPAL",1971-03-14,1977-03-10,"FM","ADJOINT",1971-03-14,1977-03-10,"FM","CENTRE",NA,"BOURG EN BRESSE","Commune","ARCHIVES"
"ain_062",NA,NA,NA,NA,"MORIN","PAUL","M",1924-06-29,"CONSEILLER MUNICIPAL",1977-03-13,1983-03-05,"FM","ADJOINT",1977-03-13,1983-03-05,"FM","CENTRE",NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_062",NA,NA,NA,NA,"MORIN","PAUL","M",1924-06-29,"CONSEILLER MUNICIPAL",1983-03-06,1989-03-10,"FM","ADJOINT",1983-03-06,1989-03-10,"FM",NA,NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_062",NA,NA,NA,NA,"MORIN","PAUL","M",1924-06-29,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM","M",1989-03-12,1995-06-10,"FM",NA,NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_062",NA,NA,NA,NA,"MORIN","PAUL","M",1924-06-29,"CONSEILLER MUNICIPAL",1947-10-19,1953-04-20,"FM",NA,NA,NA,NA,NA,NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_062",NA,NA,NA,NA,"MORIN","PAUL","M",1924-06-29,"CONSEILLER MUNICIPAL",1953-04-26,1959-03-05,"FM",NA,NA,NA,NA,NA,NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_062",NA,NA,NA,NA,"MORIN","PAUL","M",1924-06-29,"CONSEILLER MUNICIPAL",1959-03-08,1965-03-10,"FM",NA,NA,NA,NA,NA,NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_062",NA,NA,NA,NA,"MORIN","PAUL","M",1924-06-29,"CONSEILLER MUNICIPAL",1965-03-14,1971-03-10,"FM",NA,NA,NA,NA,NA,NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_072",NA,NA,NA,NA,"ROBIN ","LOUIS","M",1923-05-01,"CONSEILLER MUNICIPAL",1977-03-13,1983-03-05,"FM","M",1977-03-13,1983-03-05,"FM",NA,NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_072",NA,NA,NA,NA,"ROBIN ","LOUIS","M",1923-05-01,"CONSEILLER MUNICIPAL",1983-03-06,1985-01-01,"AU","M",1983-03-06,1985-01-01,"AU",NA,NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_074",NA,NA,NA,NA,"SAINT PIERRE","DOMINIQUE","M",1940-11-10,"CONSEILLER MUNICIPAL",1989-03-12,1995-06-10,"FM",NA,NA,NA,NA,NA,NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_074",NA,NA,NA,NA,"SAINT PIERRE","DOMINIQUE","M",1940-11-10,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM",NA,NA,NA,NA,NA,NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_031",NA,NA,NA,NA,"DEBAT","JEAN FRANCOIS","M",1966-01-24,"CONSEILLER MUNICIPAL",2008-03-16,2014-03-20,"FM","M",2008-03-16,2014-03-20,"FM","SOC",NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_031",NA,NA,NA,NA,"DEBAT","JEAN FRANCOIS","M",1966-01-24,"CONSEILLER MUNICIPAL",2014-03-22,2020-03-10,"FM","M",2014-03-22,2020-03-10,"FM","SOC",NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_031",NA,NA,NA,NA,"DEBAT","JEAN FRANCOIS","M",1966-01-24,"CONSEILLER MUNICIPAL",2020-03-20,NA,NA,"M",2020-03-20,NA,NA,"SOC",NA,"BOURG EN BRESSE","Commune","WIKIPEDIA"
"ain_031",NA,NA,NA,NA,"DEBAT","JEAN FRANCOIS","M",1966-01-24,"CONSEILLER REGIONAL",2004-03-28,2010-03-10,"FM",NA,NA,NA,NA,"SOC",NA,"AIN","Departement","WIKIPEDIA"
"ain_031",NA,NA,NA,NA,"DEBAT","JEAN FRANCOIS","M",1966-01-24,"CONSEILLER REGIONAL",2010-03-21,2015-12-10,"FM","VP",2010-03-21,2015-12-10,"FM","SOC",NA,"AIN","Departement","WIKIPEDIA"
"ain_031",NA,NA,NA,NA,"DEBAT","JEAN FRANCOIS","M",1966-01-24,"CONSEILLER REGIONAL",2015-12-13,2021-06-20,"FM",NA,NA,NA,NA,"SOC",NA,"AIN","Departement","WIKIPEDIA"
"ain_031",NA,NA,NA,NA,"DEBAT","JEAN FRANCOIS","M",1966-01-24,"CONSEILLER REGIONAL",2021-06-27,NA,NA,NA,NA,NA,NA,"SOC",NA,"AIN","Departement","WIKIPEDIA"
"ain_055",NA,NA,NA,NA,"MAZUIR","RACHEL","M",1940-02-12,"CONSEILLER DEPARTEMENTAL",1988-10-02,1994-03-15,"FM",NA,NA,NA,NA,"SOC",NA,"BOURG EN BRESSE EST","Canton","WIKIPEDIA"
"ain_055",NA,NA,NA,NA,"MAZUIR","RACHEL","M",1940-02-12,"CONSEILLER DEPARTEMENTAL",1994-03-20,2001-03-10,"FM",NA,NA,NA,NA,"SOC",NA,"BOURG EN BRESSE EST","Canton","WIKIPEDIA"
"ain_045",NA,NA,NA,NA,"GODIN","ANDRE","M",1942-05-18,"CONSEILLER DEPARTEMENTAL",1976-03-07,1982-03-10,"FM",NA,NA,NA,NA,"SOC",NA,"BOURG EN BRESSE I","Canton","ARCHIVES"
"ain_062",NA,NA,NA,NA,"MORIN","PAUL","M",1924-06-29,"CONSEILLER DEPARTEMENTAL",1973-09-23,1976-03-01,"FM",NA,NA,NA,NA,NA,NA,"BOURG EN BRESSE II","Canton","WIKIPEDIA"
"ain_062",NA,NA,NA,NA,"MORIN","PAUL","M",1924-06-29,"CONSEILLER DEPARTEMENTAL",1976-03-07,1982-03-10,"FM",NA,NA,NA,NA,"CENTRE",NA,"BOURG EN BRESSE II","Canton","ARCHIVES"
"ain_062",NA,NA,NA,NA,"MORIN","PAUL","M",1924-06-29,"CONSEILLER DEPARTEMENTAL",1988-09-25,1994-03-15,"FM","VP",1988-09-25,1994-03-15,"FM",NA,NA,"BOURG EN BRESSE NORD CENTRE","Canton","WIKIPEDIA"
"ain_062",NA,NA,NA,NA,"MORIN","PAUL","M",1924-06-29,"CONSEILLER DEPARTEMENTAL",1994-03-20,2001-03-10,"FM","VP",1994-03-20,2001-03-10,"FM",NA,NA,"BOURG EN BRESSE NORD CENTRE","Canton","WIKIPEDIA"
